Station,Stn Type,Crime Group - Full,Number of Crimes
STRATFORD INTERNATIONAL,Mainline Stn,Theft of Passenger Property,2
STRATFORD INTERNATIONAL,Mainline Stn,Public Order (Serious),1
STRATFORD INTERNATIONAL,Mainline Stn,Public Order (Less Serious),1
STRATFORD INTERNATIONAL,DLR Stn,Theft of Passenger Property,2
STRATFORD INTERNATIONAL,Mainline Stn,Violence,2
STRATFORD INTERNATIONAL,Mainline Stn,Violence,2
STRATFORD INTERNATIONAL,Mainline Stn,Violence,1
STRATFORD INTERNATIONAL,Mainline Stn,Violence,2
STRATFORD INTERNATIONAL,Mainline Stn,Weapons,1
STRATFORD INTERNATIONAL,Mainline Stn,Weapons,1
STRATFORD INTERNATIONAL,Mainline Stn,Theft of Passenger Property,1
STRATFORD INTERNATIONAL,Mainline Stn,Theft of Passenger Property,1
STRATFORD INTERNATIONAL,Mainline Stn,Public Order (Serious),1
STRATFORD INTERNATIONAL,Mainline Stn,Public Order (Serious),1
STRATFORD INTERNATIONAL,Mainline Stn,Public Order (Less Serious),1
STRATFORD INTERNATIONAL,Mainline Stn,Public Order (Less Serious),1
STRATFORD INTERNATIONAL,Mainline Stn,Fraud (Less Serious),5
STRATFORD INTERNATIONAL,Mainline Stn,Fraud (Less Serious),4
STRATFORD INTERNATIONAL,Mainline Stn,Drugs,1
STRATFORD INTERNATIONAL,DLR Stn,Pedal Cycle,6
STRATFORD INTERNATIONAL,DLR Stn,Fraud (Less Serious),1
STRATFORD INTERNATIONAL,DLR Stn,Fraud (Less Serious),1
STRATFORD MARKET DEPOT,TfL Stn,Fraud (Serious),1
STRATFORD MARKET DEPOT,TfL Stn,Fraud (Serious),2
STRATFORD MARKET DEPOT,TfL Stn,Graffiti,1
STRAWBERRY HILL,Mainline Stn,Line of Route (Less Serious),1
STRAWBERRY HILL,Mainline Stn,Other (Less Serious),1
STRAWBERRY HILL,Mainline Stn,Sex,1
STRAWBERRY HILL,Mainline Stn,Public Order (Less Serious),1
STRAWBERRY HILL,Mainline Stn,Fraud (Less Serious),1
STRAWBERRY HILL,Mainline Stn,Line of Route (Serious),1
STRAWBERRY HILL,Mainline Stn,Pedal Cycle,1
STRAWBERRY HILL,Mainline Stn,Public Order (Less Serious),1
STRAWBERRY HILL,Mainline Stn,Fraud (Less Serious),1
STRAWBERRY HILL,Mainline Stn,Fraud (Less Serious),1
STRAWBERRY HILL DEPOT,Mainline Stn,Criminal Damage,1
STRAWBERRY HILL DEPOT,Mainline Stn,Graffiti,1
STRAWBERRY HILL DEPOT,Mainline Stn,Graffiti,1
STRAWBERRY HILL DEPOT,Mainline Stn,Graffiti,1
STRAWBERRY HILL DEPOT,Mainline Stn,Graffiti,2
STRAWBERRY HILL DEPOT,Mainline Stn,Theft of Passenger Property,1
STREATHAM,Mainline Stn,Line of Route (Serious),1
STREATHAM,Mainline Stn,Line of Route (Less Serious),3
STREATHAM,Mainline Stn,Violence,1
STREATHAM,Mainline Stn,Theft of Passenger Property,1
STREATHAM,Mainline Stn,Theft of Passenger Property,1
STREATHAM,Mainline Stn,Public Order (Less Serious),2
STREATHAM,Mainline Stn,Fraud (Less Serious),1
STREATHAM,Mainline Stn,Fraud (Less Serious),2
STREATHAM,Mainline Stn,Violence,1
STREATHAM,Mainline Stn,Violence,1
STREATHAM,Mainline Stn,Public Order (Serious),2
STREATHAM,Mainline Stn,Public Order (Less Serious),2
STREATHAM,Mainline Stn,Public Order (Less Serious),1
STREATHAM,Mainline Stn,Fraud (Less Serious),3
STREATHAM,Mainline Stn,Fraud (Less Serious),4
STREATHAM,Mainline Stn,Drugs,1
STREATHAM COMMON,Mainline Stn,Graffiti,1
STREATHAM COMMON,Mainline Stn,Line of Route (Less Serious),4
STREATHAM COMMON,Mainline Stn,Violence,1
STREATHAM COMMON,Mainline Stn,Violence,1
STREATHAM COMMON,Mainline Stn,Sex,1
STREATHAM COMMON,Mainline Stn,Graffiti,1
STREATHAM COMMON,Mainline Stn,Theft of Passenger Property,2
STREATHAM COMMON,Mainline Stn,Theft of Passenger Property,1
STREATHAM COMMON,Mainline Stn,Robbery,1
STREATHAM COMMON,Mainline Stn,Public Order (Less Serious),3
STREATHAM COMMON,Mainline Stn,Other (Less Serious),1
STREATHAM COMMON,Mainline Stn,Theft of Passenger Property,1
STREATHAM COMMON,Mainline Stn,Pedal Cycle,4
STREATHAM COMMON,Mainline Stn,Burglary & Theft Railway,1
STREATHAM COMMON,Mainline Stn,Burglary & Theft Railway,1
STREATHAM COMMON,Mainline Stn,Public Order (Serious),1
STREATHAM COMMON,Mainline Stn,Public Order (Less Serious),1
STREATHAM COMMON,Mainline Stn,Fraud (Less Serious),1
STREATHAM COMMON,Mainline Stn,Fraud (Less Serious),1
STREATHAM HILL,Mainline Stn,Criminal Damage,1
STREATHAM HILL,Mainline Stn,Graffiti,3
STREATHAM HILL,Mainline Stn,Line of Route (Less Serious),2
STREATHAM HILL,Mainline Stn,Other (Serious),1
STREATHAM HILL,Mainline Stn,Violence,1
STREATHAM HILL,Mainline Stn,Sex,1
STREATHAM HILL,Mainline Stn,Graffiti,1
STREATHAM HILL,Mainline Stn,Graffiti,2
STREATHAM HILL,Mainline Stn,Theft of Passenger Property,1
STREATHAM HILL,Mainline Stn,Public Order (Serious),1
STREATHAM HILL,Mainline Stn,Public Order (Less Serious),4
STREATHAM HILL,Mainline Stn,Violence,4
STREATHAM HILL,Mainline Stn,Violence,2
STREATHAM HILL,Mainline Stn,Violence,2
STREATHAM HILL,Mainline Stn,Violence,1
STREATHAM HILL,Mainline Stn,Weapons,1
STREATHAM HILL,Mainline Stn,Motor Vehicle,1
STREATHAM HILL,Mainline Stn,Burglary & Theft Railway,1
STREATHAM HILL,Mainline Stn,Public Order (Serious),1
STREATHAM HILL,Mainline Stn,Public Order (Serious),3
STREATHAM HILL,Mainline Stn,Public Order (Less Serious),3
STREATHAM HILL,Mainline Stn,Public Order (Less Serious),1
STREATHAM HILL,Mainline Stn,Fraud (Less Serious),7
STREATHAM HILL,Mainline Stn,Fraud (Less Serious),4
SUDBURY AND HARROW ROAD,Mainline Stn,Line of Route (Less Serious),3
SUDBURY AND HARROW ROAD,Mainline Stn,Graffiti,1
SUDBURY AND HARROW ROAD,Mainline Stn,Graffiti,1
SUDBURY HILL,Mainline Stn,Line of Route (Less Serious),1
SUDBURY HILL,Mainline Stn,Line of Route (Less Serious),3
SUDBURY HILL,TfL Stn,Weapons,1
SUDBURY HILL,TfL Stn,Graffiti,1
SUDBURY HILL,TfL Stn,Line of Route (Less Serious),1
SUDBURY HILL,TfL Stn,Violence,1
SUDBURY HILL,TfL Stn,Sex,1
SUDBURY HILL,TfL Stn,Theft of Passenger Property,1
SUDBURY HILL,TfL Stn,Pedal Cycle,1
SUDBURY HILL,TfL Stn,Public Order (Less Serious),1
SUDBURY HILL,Mainline Stn,Line of Route (Less Serious),1
SUDBURY HILL,TfL Stn,Violence,2
SUDBURY HILL,TfL Stn,Violence,1
SUDBURY HILL,TfL Stn,Violence,1
SUDBURY HILL,TfL Stn,Criminal Damage,1
SUDBURY HILL,TfL Stn,Graffiti,1
SUDBURY HILL,TfL Stn,Pedal Cycle,1
SUDBURY HILL,TfL Stn,Theft Cable & Plant,1
SUDBURY HILL,TfL Stn,Public Order (Less Serious),1
SUDBURY HILL,TfL Stn,Fraud (Less Serious),2
SUDBURY HILL,TfL Stn,Fraud (Less Serious),1
SUDBURY HILL,TfL Stn,Other (Less Serious),1
SUDBURY TOWN,TfL Stn,Graffiti,1
SUDBURY TOWN,TfL Stn,Other (Less Serious),1
SUDBURY TOWN,TfL Stn,Violence,1
SUDBURY TOWN,TfL Stn,Public Order (Serious),1
SUDBURY TOWN,TfL Stn,Public Order (Less Serious),3
SUDBURY TOWN,TfL Stn,Violence,1
SUDBURY TOWN,TfL Stn,Criminal Damage,1
SUDBURY TOWN,TfL Stn,Pedal Cycle,2
SUDBURY TOWN,TfL Stn,Public Order (Serious),1
SUDBURY TOWN,TfL Stn,Public Order (Less Serious),1
SUDBURY TOWN,TfL Stn,Public Order (Less Serious),1
SUDBURY TOWN,TfL Stn,Fraud (Less Serious),1
SUNDRIDGE PARK,Mainline Stn,Violence,1
SUNDRIDGE PARK,Mainline Stn,Graffiti,2
SUNDRIDGE PARK,Mainline Stn,Public Order (Less Serious),3
SUNDRIDGE PARK,Mainline Stn,Other (Less Serious),1
SURBITON,Mainline Stn,Line of Route (Serious),1
SURBITON,Mainline Stn,Line of Route (Less Serious),1
SURBITON,Mainline Stn,Theft of Passenger Property,1
SURBITON,Mainline Stn,Pedal Cycle,1
SURBITON,Mainline Stn,Public Order (Serious),1
SURBITON,Mainline Stn,Public Order (Less Serious),1
SURBITON,Mainline Stn,Fraud (Less Serious),2
SURBITON,Mainline Stn,Drugs,1
SURBITON,Mainline Stn,Drugs,1
SURBITON,Mainline Stn,Violence,1
SURBITON,Mainline Stn,Violence,1
SURBITON,Mainline Stn,Violence,2
SURBITON,Mainline Stn,Violence,1
SURBITON,Mainline Stn,Sex,3
SURBITON,Mainline Stn,Theft of Passenger Property,3
SURBITON,Mainline Stn,Theft of Passenger Property,6
SURBITON,Mainline Stn,Public Order (Serious),1
SURBITON,Mainline Stn,Public Order (Serious),2
SURBITON,Mainline Stn,Public Order (Less Serious),5
SURBITON,Mainline Stn,Public Order (Less Serious),3
SURBITON,Mainline Stn,Fraud (Less Serious),1
SURBITON,Mainline Stn,Fraud (Less Serious),1
SURBITON,Mainline Stn,Violence,2
SURBITON,Mainline Stn,Violence,4
SURBITON,Mainline Stn,Violence,1
SURBITON,Mainline Stn,Violence,1
SURBITON,Mainline Stn,Sex,1
SURBITON,Mainline Stn,Criminal Damage,1
SURBITON,Mainline Stn,Theft of Passenger Property,2
SURBITON,Mainline Stn,Motor Vehicle,1
SURBITON,Mainline Stn,Motor Vehicle,1
SURBITON,Mainline Stn,Pedal Cycle,1
SURBITON,Mainline Stn,Pedal Cycle,16
SURBITON,Mainline Stn,Burglary & Theft Railway,9
SURBITON,Mainline Stn,Theft Cable & Plant,1
SURBITON,Mainline Stn,Public Order (Serious),3
SURBITON,Mainline Stn,Public Order (Serious),1
SURBITON,Mainline Stn,Public Order (Serious),1
SURBITON,Mainline Stn,Public Order (Less Serious),5
SURBITON,Mainline Stn,Public Order (Less Serious),1
SURBITON,Mainline Stn,Public Order (Less Serious),1
SURBITON,Mainline Stn,Fraud (Serious),1
SURBITON,Mainline Stn,Fraud (Serious),1
SURBITON,Mainline Stn,Fraud (Less Serious),3
SURBITON,Mainline Stn,Fraud (Less Serious),4
SURBITON,Mainline Stn,Drugs,3
SURBITON,Mainline Stn,Other (Less Serious),1
SURBITON,Mainline Stn,Other (Less Serious),3
SURREY QUAYS,Mainline Stn,Line of Route (Serious),1
SURREY QUAYS,Mainline Stn,Line of Route (Less Serious),1
SURREY QUAYS,Mainline Stn,Public Order (Less Serious),1
SURREY QUAYS,Mainline Stn,Other (Less Serious),1
SURREY QUAYS,Mainline Stn,Violence,1
SURREY QUAYS,Mainline Stn,Violence,1
SURREY QUAYS,Mainline Stn,Theft of Passenger Property,2
SURREY QUAYS,Mainline Stn,Theft of Passenger Property,1
SURREY QUAYS,Mainline Stn,Theft of Passenger Property,2
SURREY QUAYS,Mainline Stn,Public Order (Less Serious),1
SURREY QUAYS,Mainline Stn,Public Order (Less Serious),1
SURREY QUAYS,Mainline Stn,Violence,1
SURREY QUAYS,Mainline Stn,Violence,3
SURREY QUAYS,Mainline Stn,Violence,2
SURREY QUAYS,Mainline Stn,Violence,1
SURREY QUAYS,Mainline Stn,Violence,1
SURREY QUAYS,Mainline Stn,Sex,1
SURREY QUAYS,Mainline Stn,Theft of Passenger Property,1
SURREY QUAYS,Mainline Stn,Pedal Cycle,2
SURREY QUAYS,Mainline Stn,Public Order (Serious),3
SURREY QUAYS,Mainline Stn,Public Order (Serious),3
SURREY QUAYS,Mainline Stn,Public Order (Less Serious),3
SURREY QUAYS,Mainline Stn,Public Order (Less Serious),2
SURREY QUAYS,Mainline Stn,Fraud (Less Serious),7
SURREY QUAYS,Mainline Stn,Fraud (Less Serious),6
SURREY QUAYS,Mainline Stn,Drugs,3
SUTTON,Mainline Stn,Graffiti,1
SUTTON,Mainline Stn,Line of Route (Less Serious),3
SUTTON,Mainline Stn,Fraud (Less Serious),1
SUTTON,Mainline Stn,Drugs,4
SUTTON,Mainline Stn,Drugs,1
SUTTON,Mainline Stn,Violence,1
SUTTON,Mainline Stn,Violence,1
SUTTON,Mainline Stn,Theft of Passenger Property,2
SUTTON,Mainline Stn,Theft of Passenger Property,1
SUTTON,Mainline Stn,Theft of Passenger Property,8
SUTTON,Mainline Stn,Public Order (Serious),1
SUTTON,Mainline Stn,Public Order (Less Serious),6
SUTTON,Mainline Stn,Fraud (Less Serious),1
SUTTON,Mainline Stn,Other (Less Serious),3
SUTTON,Mainline Stn,Violence,1
SUTTON,Mainline Stn,Violence,5
SUTTON,Mainline Stn,Violence,1
SUTTON,Mainline Stn,Sex,1
SUTTON,Mainline Stn,Motor Vehicle,1
SUTTON,Mainline Stn,Pedal Cycle,1
SUTTON,Mainline Stn,Pedal Cycle,7
SUTTON,Mainline Stn,Burglary & Theft Railway,8
SUTTON,Mainline Stn,Public Order (Less Serious),5
SUTTON,Mainline Stn,Public Order (Less Serious),1
SUTTON,Mainline Stn,Public Order (Less Serious),1
SUTTON,Mainline Stn,Fraud (Less Serious),2
SUTTON,Mainline Stn,Fraud (Less Serious),2
SUTTON,Mainline Stn,Drugs,4
SUTTON,Mainline Stn,Other (Less Serious),1
SUTTON COMMON,Mainline Stn,Fraud (Less Serious),1
SUTTON COMMON,Mainline Stn,Pedal Cycle,1
SWISS COTTAGE,TfL Stn,Other (Serious),1
SWISS COTTAGE,TfL Stn,Violence,1
SWISS COTTAGE,TfL Stn,Sex,1
SWISS COTTAGE,TfL Stn,Theft of Passenger Property,6
SWISS COTTAGE,TfL Stn,Violence,3
SWISS COTTAGE,TfL Stn,Violence,2
SWISS COTTAGE,TfL Stn,Violence,2
SWISS COTTAGE,TfL Stn,Theft of Passenger Property,3
SWISS COTTAGE,TfL Stn,Public Order (Serious),1
SWISS COTTAGE,TfL Stn,Public Order (Less Serious),3
SWISS COTTAGE,TfL Stn,Public Order (Less Serious),1
SWISS COTTAGE,TfL Stn,Fraud (Less Serious),1
SYDENHAM,Mainline Stn,Graffiti,1
SYDENHAM,Mainline Stn,Graffiti,1
SYDENHAM,Mainline Stn,Line of Route (Less Serious),1
SYDENHAM,Mainline Stn,Line of Route (Less Serious),2
SYDENHAM,Mainline Stn,Violence,1
SYDENHAM,Mainline Stn,Theft of Passenger Property,2
SYDENHAM,Mainline Stn,Theft of Passenger Property,1
SYDENHAM,Mainline Stn,Robbery,1
SYDENHAM,Mainline Stn,Public Order (Serious),1
SYDENHAM,Mainline Stn,Public Order (Less Serious),1
SYDENHAM,Mainline Stn,Fraud (Less Serious),1
SYDENHAM,Mainline Stn,Violence,1
SYDENHAM,Mainline Stn,Violence,1
SYDENHAM,Mainline Stn,Violence,1
SYDENHAM,Mainline Stn,Line of Route (Less Serious),1
SYDENHAM,Mainline Stn,Theft of Passenger Property,1
SYDENHAM,Mainline Stn,Public Order (Less Serious),1
SYDENHAM,Mainline Stn,Public Order (Less Serious),1
SYDENHAM,Mainline Stn,Public Order (Less Serious),1
SYDENHAM,Mainline Stn,Fraud (Less Serious),4
SYDENHAM,Mainline Stn,Fraud (Less Serious),15
SYDENHAM,Mainline Stn,Drugs,2
SYDENHAM HILL,Mainline Stn,Graffiti,1
SYDENHAM HILL,Mainline Stn,Line of Route (Less Serious),2
SYDENHAM HILL,Mainline Stn,Violence,2
SYDENHAM HILL,Mainline Stn,Theft of Passenger Property,2
SYDENHAM HILL,Mainline Stn,Theft of Passenger Property,1
SYDENHAM HILL,Mainline Stn,Other (Less Serious),1
SYDENHAM HILL,Mainline Stn,Violence,1
SYDENHAM HILL,Mainline Stn,Motor Vehicle,1
SYDENHAM HILL,Mainline Stn,Pedal Cycle,1
SYDENHAM HILL,Mainline Stn,Robbery,2
SYDENHAM HILL,Mainline Stn,Public Order (Less Serious),1
SYON LANE,Mainline Stn,Line of Route (Less Serious),2
SYON LANE,Mainline Stn,Public Order (Less Serious),1
SYON LANE,Mainline Stn,Sex,1
SYON LANE,Mainline Stn,Theft of Passenger Property,1
SYON LANE,Mainline Stn,Theft of Passenger Property,1
SYON LANE,Mainline Stn,Public Order (Less Serious),1
SYON LANE,Mainline Stn,Criminal Damage,2
SYON LANE,Mainline Stn,Pedal Cycle,1
SYON LANE,Mainline Stn,Pedal Cycle,1
TEDDINGTON,Mainline Stn,Theft of Passenger Property,1
TEDDINGTON,Mainline Stn,Theft Cable & Plant,1
TEDDINGTON,Mainline Stn,Violence,2
TEDDINGTON,Mainline Stn,Violence,1
TEDDINGTON,Mainline Stn,Sex,1
TEDDINGTON,Mainline Stn,Theft of Passenger Property,2
TEDDINGTON,Mainline Stn,Theft of Passenger Property,1
TEDDINGTON,Mainline Stn,Public Order (Less Serious),2
TEDDINGTON,Mainline Stn,Public Order (Less Serious),2
TEDDINGTON,Mainline Stn,Fraud (Less Serious),1
TEDDINGTON,Mainline Stn,Pedal Cycle,11
TEDDINGTON,Mainline Stn,Public Order (Less Serious),1
TEDDINGTON,Mainline Stn,Public Order (Less Serious),1
TEDDINGTON,Mainline Stn,Public Order (Less Serious),1
TEDDINGTON,Mainline Stn,Other (Serious),1
TEMPLE,TfL Stn,Violence,1
TEMPLE,TfL Stn,Theft of Passenger Property,3
TEMPLE,TfL Stn,Public Order (Less Serious),1
TEMPLE,TfL Stn,Violence,1
TEMPLE,TfL Stn,Violence,1
TEMPLE,TfL Stn,Violence,1
TEMPLE,TfL Stn,Sex,1
TEMPLE,TfL Stn,Public Order (Less Serious),1
TEMPLE,TfL Stn,Public Order (Less Serious),1
TEMPLE,TfL Stn,Public Order (Less Serious),1
TEMPLE,TfL Stn,Drugs,1
THAMES DITTON,Mainline Stn,Theft of Passenger Property,1
THAMES DITTON,Mainline Stn,Burglary & Theft Railway,1
THAMES DITTON,Mainline Stn,Burglary & Theft Railway,1
THAMES DITTON,Mainline Stn,Public Order (Less Serious),1
THERAPA LANE,Croydon Tramlink,Violence,1
THERAPA LANE,Croydon Tramlink,Criminal Damage,1
THERAPA LANE,Croydon Tramlink,Line of Route (Serious),1
THERAPA LANE,Croydon Tramlink,Violence,2
THERAPA LANE,Croydon Tramlink,Criminal Damage,2
THERAPA LANE,Croydon Tramlink,Public Order (Serious),1
THERAPA LANE,Croydon Tramlink,Public Order (Less Serious),1
THERAPA LANE,Croydon Tramlink,Public Order (Less Serious),1
THERAPA LANE,Croydon Tramlink,Fraud (Less Serious),2
THERAPA LANE,Croydon Tramlink,Weapons,1
THERAPA LANE,Croydon Tramlink,Line of Route (Serious),1
THERAPA LANE,Croydon Tramlink,Public Order (Serious),1
THERAPA LANE,Croydon Tramlink,Fraud (Less Serious),2
THERAPA LANE,Croydon Tramlink,Other (Less Serious),1
THORNTON HEATH,Mainline Stn,Line of Route (Serious),1
THORNTON HEATH,Mainline Stn,Line of Route (Less Serious),1
THORNTON HEATH,Mainline Stn,Theft of Passenger Property,1
THORNTON HEATH,Mainline Stn,Other (Serious),1
THORNTON HEATH,Mainline Stn,Violence,1
THORNTON HEATH,Mainline Stn,Violence,1
THORNTON HEATH,Mainline Stn,Sex,1
THORNTON HEATH,Mainline Stn,Theft of Passenger Property,3
THORNTON HEATH,Mainline Stn,Robbery,1
THORNTON HEATH,Mainline Stn,Public Order (Less Serious),3
THORNTON HEATH,Mainline Stn,Criminal Damage,1
THORNTON HEATH,Mainline Stn,Burglary & Theft Railway,1
THORNTON HEATH,Mainline Stn,Burglary & Theft Railway,1
THORNTON HEATH,Mainline Stn,Public Order (Serious),1
THORNTON HEATH,Mainline Stn,Public Order (Less Serious),3
THORNTON HEATH,Mainline Stn,Fraud (Less Serious),3
THORNTON HEATH,Mainline Stn,Fraud (Less Serious),1
TOLWORTH,Mainline Stn,Violence,1
TOLWORTH,Mainline Stn,Pedal Cycle,2
TOLWORTH,Mainline Stn,Pedal Cycle,3
TOLWORTH,Mainline Stn,Drugs,1
TOOTING,Mainline Stn,Violence,1
TOOTING,Mainline Stn,Line of Route (Less Serious),5
TOOTING,Mainline Stn,Violence,1
TOOTING,Mainline Stn,Theft of Passenger Property,1
TOOTING,Mainline Stn,Robbery,1
TOOTING,Mainline Stn,Violence,1
TOOTING,Mainline Stn,Violence,1
TOOTING,Mainline Stn,Theft of Passenger Property,1
TOOTING,Mainline Stn,Burglary & Theft Railway,1
TOOTING,Mainline Stn,Burglary & Theft Railway,1
TOOTING,Mainline Stn,Public Order (Less Serious),1
TOOTING,Mainline Stn,Public Order (Less Serious),2
TOOTING,Mainline Stn,Fraud (Less Serious),2
TOOTING BEC,TfL Stn,Violence,1
TOOTING BEC,TfL Stn,Sex,1
TOOTING BEC,TfL Stn,Theft of Passenger Property,2
TOOTING BEC,TfL Stn,Theft of Passenger Property,3
TOOTING BEC,TfL Stn,Public Order (Serious),1
TOOTING BEC,TfL Stn,Public Order (Serious),1
TOOTING BEC,TfL Stn,Public Order (Less Serious),1
TOOTING BEC,TfL Stn,Violence,1
TOOTING BEC,TfL Stn,Violence,3
TOOTING BEC,TfL Stn,Violence,1
TOOTING BEC,TfL Stn,Violence,1
TOOTING BEC,TfL Stn,Theft of Passenger Property,2
TOOTING BEC,TfL Stn,Public Order (Serious),1
TOOTING BEC,TfL Stn,Public Order (Less Serious),1
TOOTING BEC,TfL Stn,Public Order (Less Serious),1
TOOTING BROADWAY,TfL Stn,Line of Route (Less Serious),1
TOOTING BROADWAY,TfL Stn,Theft of Passenger Property,1
TOOTING BROADWAY,TfL Stn,Public Order (Less Serious),1
TOOTING BROADWAY,TfL Stn,Public Order (Less Serious),1
TOOTING BROADWAY,TfL Stn,Public Order (Less Serious),1
TOOTING BROADWAY,TfL Stn,Violence,2
TOOTING BROADWAY,TfL Stn,Theft of Passenger Property,11
TOOTING BROADWAY,TfL Stn,Theft of Passenger Property,1
TOOTING BROADWAY,TfL Stn,Theft of Passenger Property,2
TOOTING BROADWAY,TfL Stn,Public Order (Less Serious),1
TOOTING BROADWAY,TfL Stn,Other (Less Serious),1
TOOTING BROADWAY,TfL Stn,Violence,1
TOOTING BROADWAY,TfL Stn,Violence,1
TOOTING BROADWAY,TfL Stn,Violence,2
TOOTING BROADWAY,TfL Stn,Sex,1
TOOTING BROADWAY,TfL Stn,Criminal Damage,1
TOOTING BROADWAY,TfL Stn,Graffiti,1
TOOTING BROADWAY,TfL Stn,Theft of Passenger Property,2
TOOTING BROADWAY,TfL Stn,Theft of Passenger Property,3
TOOTING BROADWAY,TfL Stn,Public Order (Serious),3
TOOTING BROADWAY,TfL Stn,Public Order (Serious),1
TOOTING BROADWAY,TfL Stn,Public Order (Less Serious),1
TOOTING BROADWAY,TfL Stn,Public Order (Less Serious),1
TOOTING BROADWAY,TfL Stn,Public Order (Less Serious),1
TOOTING BROADWAY,TfL Stn,Fraud (Less Serious),5
TOOTING BROADWAY,TfL Stn,Fraud (Less Serious),8
TOOTING BROADWAY,TfL Stn,Drugs,2
TOTTENHAM COURT ROAD,TfL Stn,Theft of Passenger Property,1
TOTTENHAM COURT ROAD,TfL Stn,Theft of Passenger Property,1
TOTTENHAM COURT ROAD,TfL Stn,Fraud (Less Serious),1
TOTTENHAM COURT ROAD,TfL Stn,Violence,3
TOTTENHAM COURT ROAD,TfL Stn,Sex,2
TOTTENHAM COURT ROAD,TfL Stn,Theft of Passenger Property,51
TOTTENHAM COURT ROAD,TfL Stn,Theft of Passenger Property,2
TOTTENHAM COURT ROAD,TfL Stn,Theft of Passenger Property,6
TOTTENHAM COURT ROAD,TfL Stn,Fraud (Less Serious),5
TOTTENHAM COURT ROAD,TfL Stn,Violence,1
TOTTENHAM COURT ROAD,TfL Stn,Violence,3
TOTTENHAM COURT ROAD,TfL Stn,Violence,4
TOTTENHAM COURT ROAD,TfL Stn,Violence,9
TOTTENHAM COURT ROAD,TfL Stn,Violence,1
TOTTENHAM COURT ROAD,TfL Stn,Violence,3
TOTTENHAM COURT ROAD,TfL Stn,Weapons,1
TOTTENHAM COURT ROAD,TfL Stn,Weapons,1
TOTTENHAM COURT ROAD,TfL Stn,Sex,1
TOTTENHAM COURT ROAD,TfL Stn,Sex,4
TOTTENHAM COURT ROAD,TfL Stn,Criminal Damage,2
TOTTENHAM COURT ROAD,TfL Stn,Theft of Passenger Property,18
TOTTENHAM COURT ROAD,TfL Stn,Public Order (Serious),1
TOTTENHAM COURT ROAD,TfL Stn,Public Order (Serious),2
TOTTENHAM COURT ROAD,TfL Stn,Public Order (Serious),3
TOTTENHAM COURT ROAD,TfL Stn,Public Order (Less Serious),3
TOTTENHAM COURT ROAD,TfL Stn,Public Order (Less Serious),2
TOTTENHAM COURT ROAD,TfL Stn,Public Order (Less Serious),7
TOTTENHAM COURT ROAD,TfL Stn,Public Order (Less Serious),2
TOTTENHAM COURT ROAD,TfL Stn,Fraud (Less Serious),8
TOTTENHAM COURT ROAD,TfL Stn,Fraud (Less Serious),54
TOTTENHAM COURT ROAD,TfL Stn,Drugs,7
TOTTENHAM COURT ROAD,TfL Stn,Drugs,1
TOTTENHAM COURT ROAD,TfL Stn,Drugs,1
TOTTENHAM COURT ROAD,TfL Stn,Other (Serious),1
TOTTENHAM COURT ROAD,TfL Stn,Other (Less Serious),1
TOTTENHAM COURT ROAD,TfL Stn,Other (Less Serious),1
TOTTENHAM COURT ROAD,TfL Stn,Other (Less Serious),2
TOTTENHAM HALE,Mainline Stn,Criminal Damage,1
TOTTENHAM HALE,Mainline Stn,Line of Route (Less Serious),1
TOTTENHAM HALE,Mainline Stn,Line of Route (Less Serious),3
TOTTENHAM HALE,Mainline Stn,Fraud (Less Serious),1
TOTTENHAM HALE,Mainline Stn,Other (Less Serious),1
TOTTENHAM HALE,TfL Stn,Line of Route (Less Serious),1
TOTTENHAM HALE,TfL Stn,Public Order (Less Serious),1
TOTTENHAM HALE,Mainline Stn,Violence,1
TOTTENHAM HALE,Mainline Stn,Violence,1
TOTTENHAM HALE,Mainline Stn,Graffiti,1
TOTTENHAM HALE,Mainline Stn,Theft of Passenger Property,4
TOTTENHAM HALE,Mainline Stn,Theft of Passenger Property,1
TOTTENHAM HALE,Mainline Stn,Theft of Passenger Property,5
TOTTENHAM HALE,Mainline Stn,Robbery,3
TOTTENHAM HALE,Mainline Stn,Theft Cable & Plant,1
TOTTENHAM HALE,Mainline Stn,Public Order (Less Serious),4
TOTTENHAM HALE,Mainline Stn,Public Order (Less Serious),2
TOTTENHAM HALE,Mainline Stn,Other (Less Serious),1
TOTTENHAM HALE,TfL Stn,Sex,1
TOTTENHAM HALE,TfL Stn,Theft of Passenger Property,13
TOTTENHAM HALE,TfL Stn,Theft of Passenger Property,3
TOTTENHAM HALE,TfL Stn,Public Order (Serious),1
TOTTENHAM HALE,TfL Stn,Public Order (Serious),1
TOTTENHAM HALE,Mainline Stn,Violence,1
TOTTENHAM HALE,Mainline Stn,Violence,3
TOTTENHAM HALE,Mainline Stn,Violence,1
TOTTENHAM HALE,Mainline Stn,Violence,1
TOTTENHAM HALE,Mainline Stn,Theft of Passenger Property,1
TOTTENHAM HALE,Mainline Stn,Burglary & Theft Railway,1
TOTTENHAM HALE,Mainline Stn,Theft Cable & Plant,2
TOTTENHAM HALE,Mainline Stn,Public Order (Serious),1
TOTTENHAM HALE,Mainline Stn,Public Order (Less Serious),9
TOTTENHAM HALE,Mainline Stn,Fraud (Less Serious),1
TOTTENHAM HALE,Mainline Stn,Fraud (Less Serious),3
